profile,人物の紹介,名詞
appetite,食欲,名詞
impulse,衝動,名詞
script,台本,名詞
anniversary,記念日,名詞
pension,年金,名詞
temper,気質,名詞
cortex,皮質,名詞
syndrome,症候群,名詞
chamber,部屋,名詞
utility,公共事業,名詞
cattle,牛,名詞
herd,群れ,名詞
fluid,流動体,名詞
pity,残念なこと,名詞
priest,聖職者,名詞
acquaintance,知人,名詞
offspring,子孫,名詞
famine,飢饉,名詞
deforestation,森林伐採,名詞
jail,刑務所,名詞
commodity,商品,名詞
format,書式,名詞
recipient,受け取る人,名詞
drill,訓練,名詞
inability,無能,名詞
republic,共和国,名詞
combat,戦闘,名詞
debris,残骸,名詞
bug,病原菌,名詞
fraction,わずか,名詞
index,指標,名詞
intuition,直感,名詞
motive,動機,名詞
hierarchy,階層制,名詞
monument,記念碑,名詞
asset,資産,名詞
decent,まずまずの,形容詞
competent,有能な,形容詞
straightforward,単純な,形容詞
cosmetic,化粧の,形容詞
delicate,繊細な,形容詞
interior,室内の,形容詞
transparent,透明な,形容詞
aesthetic,美的な,形容詞
deliberate,故意の,形容詞
demographic,人口統計学の,形容詞
prehistoric,有史以前の,形容詞
innate,生まれながらの,形容詞
mild,穏やかな,形容詞
toxic,有毒な,形容詞
ashamed,恥じて,形容詞
humble,謙虚な,形容詞
steep,急な,形容詞
magnificent,壮大な,形容詞
wireless,無線の,形容詞
ongoing,継続している,形容詞
assure,に言う,動詞
precede,に先行する,動詞
revive,を復活させる,動詞
blossom,花が咲く,動詞
terrify,を怖がらせる,動詞
deceive,をだます,動詞
manipulate,を操る,動詞
starve,飢える,動詞
flee,逃げる,動詞
whisper,をささやく,動詞
yell,叫ぶ,動詞
deposit,を置く,動詞
swing,を揺らす,動詞
prolong,を長引かせる,動詞
depict,を描く,動詞
outline,の要点を述べる,動詞
shed,を捨て去る,動詞
emit,を出す,動詞
renew,を更新する,動詞
utilize,を利用する,動詞
assert,を主張する,動詞
strive,努力する,動詞
dare,思い切ってする,動詞
boast,を誇る,動詞
startle,をびっくりさせる,動詞
compute,を計算する,動詞
worsen,を悪化させる,動詞
flip,を裏返す,動詞
rub,をこする,動詞
descend,降りる,動詞
compensate,補償する,動詞
comprise,から成る,動詞
quest,探究,名詞
dignity,尊厳,名詞
criterion,基準,名詞
paradox,逆説,名詞
parliament,議会,名詞
legislation,法律,名詞
agenda,協議事項,名詞
mainstream,主流,名詞
troop,軍隊,名詞
epidemic,流行病,名詞
outbreak,発生,名詞
chaos,混沌,名詞
nightmare,悪夢,名詞
horror,恐怖,名詞
cluster,集団,名詞
pollen,花粉,名詞
hive,ミツバチの巣,名詞
irrigation,灌漑,名詞
dose,服用量,名詞
suicide,自殺,名詞
feast,祝宴,名詞
cuisine,料理,名詞
rumor,うわさ,名詞
proverb,ことわざ,名詞
signature,署名,名詞
formula,公式,名詞
tuition,授業料,名詞
intake,摂取量,名詞
spectrum,スペクトル,名詞
kidney,腎臓,名詞
gear,歯車,名詞
aisle,通路,名詞
grief,悲しみ,名詞
destiny,運命,名詞
skull,頭骨,名詞
tomb,墓,名詞
monk,修道士,名詞
worship,礼拝,名詞
outstanding,際立った,形容詞
unprecedented,前例のない,形容詞
infinite,無限の,形容詞
worthwhile,価値がある,形容詞
indispensable,不可欠な,形容詞
probable,ありそうな,形容詞
ambiguous,あいまいな,形容詞
obscure,知られていない,形容詞
static,静的な,形容詞
gradual,徐々の,形容詞
vocal,声の,形容詞
imperial,帝国の,形容詞
hostile,敵意のある,形容詞
scarce,乏しい,形容詞
gross,総計の,形容詞
inherent,本来的に備わっている,形容詞
notable,注目に値する,形容詞
update,を最新のものにする,動詞
refresh,をさわやかにする,動詞
bloom,花が咲く,動詞
conquer,を征服する,動詞
induce,を引き起こす,動詞
attain,を獲得する,動詞
spray,を吹きかける,動詞
retrieve,を検索する,動詞
portray,を描く,動詞
scratch,を引っかく,動詞
contradict,と矛盾する,動詞
sigh,ため息をつく,動詞
disrupt,を混乱させる,動詞
depart,出発する,動詞
navigate,を誘導する,動詞
beg,に頼む,動詞
inhabit,に住んでいる,動詞
diagnose,を診断する,動詞
comprehend,を理解する,動詞
oblige,に義務づける,動詞
cram,に詰め込む,動詞
flock,群がる,動詞
underestimate,を過小評価する,動詞
spark,を引き起こす,動詞
soar,急上昇する,動詞
glow,光り輝く,動詞
disguise,を変装させる,動詞
distort,を歪める,動詞
undermine,を徐々にむしばむ,動詞
strip,を取り去る,動詞
dispose,を処分する,動詞
dump,を投棄する,動詞
weave,を織る,動詞
refine,を洗練する,動詞
enrich,を豊かにする,動詞
coordinate,を調整する,動詞
headline,見出し,名詞
internship,実務研修,名詞
outlet,直売店,名詞
remedy,治療法,名詞
pill,錠剤,名詞
reception,反応,名詞
transaction,取引,名詞
mutation,突然変異,名詞
dairy,乳製品,名詞
compassion,同情,名詞
posture,姿勢,名詞
curse,悪態,名詞
funeral,葬式,名詞
census,国勢調査,名詞
encyclopedia,百科事典,名詞
cereal,穀物,名詞
patch,部分,名詞
rubbish,ごみ,名詞
maze,迷路,名詞
outlook,見解,名詞
triumph,勝利,名詞
ally,同盟国,名詞
spectator,観客,名詞
sphere,領域,名詞
county,郡,名詞
behalf,利益,名詞
interval,間隔,名詞
circulation,循環,名詞
blade,刃,名詞
theft,窃盗,名詞
vacuum,真空,名詞
collision,衝突,名詞
bargain,買い得品,名詞
landmark,目印,名詞
revenue,歳入,名詞
treaty,条約,名詞
supreme,最高の,形容詞
thorough,徹底的な,形容詞
naked,裸の,形容詞
sincere,心からの,形容詞
insufficient,不十分な,形容詞
dim,薄暗い,形容詞
disabled,障害のある,形容詞
metropolitan,大都市の,形容詞
monetary,金銭的な,形容詞
alternate,代わりの,形容詞
partial,部分的な,形容詞
divine,神の,形容詞
drastic,徹底的な,形容詞
sole,唯一の,形容詞
spatial,空間の,形容詞
neat,きちんとした,形容詞
tidy,整頓された,形容詞
loyal,忠実な,形容詞
bless,に恩恵を与える,動詞
regain,を取り戻す,動詞
entitle,に権利を与える,動詞
halt,を止める,動詞
invade,を侵略する,動詞
squeeze,を押し込む,動詞
crawl,はう,動詞
utter,を発する,動詞
populate,に住む,動詞
steer,を操縦する,動詞
drown,溺死する,動詞
dip,を浸す,動詞
stir,をかき回す,動詞
transplant,を移植する,動詞
reassure,を安心させる,動詞
speculate,推測する,動詞
appoint,を任命する,動詞
intrigue,に興味を持たせる,動詞
contaminate,を汚染する,動詞
swell,膨張する,動詞
delete,を削除する,動詞
tolerate,を許容する,動詞
envy,をうらやむ,動詞
pray,祈る,動詞
confess,を告白する,動詞
resign,を辞任する,動詞
dissolve,を溶かす,動詞
awaken,を目覚めさせる,動詞
conceive,を思いつく,動詞
entrepreneur,起業家,名詞
stake,利害関係,名詞
inflation,インフレ,名詞
sweatshop,搾取工場,名詞
clash,衝突,名詞
sociology,社会学,名詞
ideology,イデオロギー,名詞
margin,余白,名詞
realm,領域,名詞
domain,分野,名詞
algorithm,アルゴリズム,名詞
prairie,大草原,名詞
frontier,最先端,名詞
bullet,銃弾,名詞
shield,盾,名詞
despair,絶望,名詞
radiation,放射線,名詞
placebo,偽薬,名詞
nursery,託児所,名詞
spouse,配偶者,名詞
makeup,化粧,名詞
mummy,ミイラ,名詞
flesh,肉,名詞
limb,手足,名詞
odor,におい,名詞
laundry,洗濯,名詞
tide,潮,名詞
questionnaire,アンケート,名詞
nonsense,ばかげた話,名詞
revenge,復讐,名詞
intellect,知性,名詞
hospitality,親切なもてなし,名詞
librarian,司書,名詞
manuscript,原稿,名詞
obsession,取りつかれること,名詞
hygiene,衛生,名詞
paradigm,パラダイム,名詞
legitimate,合法的な,形容詞
empirical,経験的な,形容詞
immense,膨大な,形容詞
absurd,ばかげた,形容詞
weird,奇妙な,形容詞
accidental,偶然の,形容詞
uneasy,不安な,形容詞
jealous,嫉妬深い,形容詞
feminine,女らしい,形容詞
swift,素早い,形容詞
hollow,空洞の,形容詞
crude,大まかな,形容詞
sore,痛い,形容詞
pessimistic,悲観的な,形容詞
susceptible,影響を受けやすい,形容詞
sheer,純然たる,形容詞
explicit,明白な,形容詞
prone,なりやすい,形容詞
collaborate,共同して働く,動詞
excel,秀でている,動詞
prosper,栄える,動詞
surge,殺到する,動詞
intervene,介入する,動詞
insert,を挿入する,動詞
overtake,を追い抜く,動詞
snap,をパチンと鳴らす,動詞
carve,を彫る,動詞
addict,中毒になる,動詞
convict,に有罪を宣告する,動詞
dictate,を指図する,動詞
prescribe,を処方する,動詞
inhibit,を抑制する,動詞
stray,はぐれる,動詞
roam,歩き回る,動詞
enclose,を同封する,動詞
execute,を実行する,動詞
coincide,同時に起こる,動詞
lag,遅れる,動詞
cling,しがみつく,動詞
erase,を消す,動詞
grind,をひく,動詞
knit,を編む,動詞
inquire,を尋ねる,動詞
leak,漏れる,動詞
smash,を粉砕する,動詞
bounce,跳ねる,動詞
sprawl,不規則に広がる,動詞
converse,会話をする,動詞
recite,を暗唱する,動詞
disregard,を無視する,動詞
frown,眉をひそめる,動詞
evoke,を呼び起こす,動詞
aspire,熱望する,動詞
grace,優雅,名詞
enlightenment,啓蒙,名詞
commerce,商業,名詞
draft,下書き,名詞
barrel,バレル,名詞
timber,木材,名詞
garment,衣服,名詞
thread,糸,名詞
cabinet,内閣,名詞
bureau,局,名詞
autonomy,自律,名詞
toll,損害,名詞
discourse,話し合い,名詞
superstition,迷信,名詞
glimpse,ちらりと見えること,名詞
arithmetic,計算,名詞
glossary,用語小辞典,名詞
archive,公文書,名詞
legacy,遺産,名詞
anthropology,人類学,名詞
rage,激怒,名詞
sorrow,悲しみ,名詞
psychiatrist,精神科医,名詞
ward,行政区,名詞
stall,露店,名詞
flame,炎,名詞
moisture,水分,名詞
irony,皮肉,名詞
warrior,戦士,名詞
astronomy,天文学,名詞
probe,探査機,名詞
tumor,腫瘍,名詞
defect,欠陥,名詞
sanitation,公衆衛生,名詞
longevity,長寿,名詞
scope,範囲,名詞
sentiment,感情,名詞
plausible,もっともらしい,形容詞
masculine,男らしい,形容詞
adverse,不都合な,形容詞
literal,文字どおりの,形容詞
arbitrary,恣意的な,形容詞
anonymous,匿名の,形容詞
antique,骨董の,形容詞
eternal,永遠の,形容詞
intermediate,中級の,形容詞
subordinate,下位の,形容詞
thermal,熱の,形容詞
naive,お人よしの,形容詞
apt,傾向がある,形容詞
extrovert,外向的な,形容詞
conspicuous,目立つ,形容詞
embody,を具現する,動詞
illuminate,を照らす,動詞
console,を慰める,動詞
stack,を積む,動詞
constrain,に強いる,動詞
hinder,を妨げる,動詞
withstand,に耐える,動詞
tweet,をツイートする,動詞
sneeze,くしゃみをする,動詞
blur,をぼかす,動詞
overlap,重なる,動詞
embed,埋め込まれる,動詞
render,を成す,動詞
plunge,を突っ込む,動詞
surrender,を放棄する,動詞
plug,のプラグを差し込む,動詞
suck,を吸う,動詞
mock,をばかにする,動詞
soothe,をなだめる,動詞
stain,を汚す,動詞
shun,を避ける,動詞
flush,を紅潮させる,動詞
contend,と主張する,動詞
roar,うなる,動詞
await,を待つ,動詞
fetch,を持ってくる,動詞
unify,を統一する,動詞
inspect,を点検する,動詞
entail,を伴う,動詞
tactics,作戦,名詞
feat,偉業,名詞
prestige,名声,名詞
analogy,類推,名詞
conscience,良心,名詞
textile,織物,名詞
plague,疫病,名詞
hazard,危険,名詞
metabolism,代謝,名詞
paralysis,麻痺,名詞
grid,供給網,名詞
carriage,馬車,名詞
rebel,反逆者,名詞
regime,政権,名詞
monopoly,独占,名詞
staple,必需食品,名詞
merchandise,商品,名詞
vendor,物売り,名詞
supervisor,監督者,名詞
predecessor,前任者,名詞
personnel,職員,名詞
vessel,船舶,名詞
liver,肝臓,名詞
duration,継続,名詞
certificate,証明書,名詞
geometry,幾何学,名詞
symmetry,対称,名詞
biography,伝記,名詞
masterpiece,傑作,名詞
rhyme,韻,名詞
premium,保険料,名詞
breakdown,崩壊,名詞
courtesy,礼儀正しさ,名詞
protocol,議定書,名詞
specimen,標本,名詞
thesis,論文,名詞
eligible,適格の,形容詞
intrinsic,固有の,形容詞
diligent,勤勉な,形容詞
vocational,職業の,形容詞
bankrupt,破産宣告を受けた,形容詞
maternal,母の,形容詞
fertile,肥沃な,形容詞
ripe,熟した,形容詞
stiff,硬直した,形容詞
acoustic,音響の,形容詞
preliminary,予備の,形容詞
approximate,おおよその,形容詞
implicit,暗黙の,形容詞
punctual,時間を守る,形容詞
compatible,矛盾しない,形容詞
ample,十分すぎるほどの,形容詞
pervasive,隅々に広がった,形容詞
ubiquitous,至る所にある,形容詞
deduce,を推測する,動詞
cater,料理をまかなう,動詞
assault,に暴行する,動詞
torture,を拷問にかける,動詞
bleed,出血する,動詞
erect,を建てる,動詞
arouse,を引き起こす,動詞
doom,運命にある,動詞
mourn,を悼む,動詞
nourish,に栄養を与える,動詞
inject,に注射する,動詞
swear,を誓う,動詞
preoccupy,の心を奪う,動詞
browse,を拾い読みする,動詞
allocate,を割り当てる,動詞
offset,を相殺する,動詞
comply,従う,動詞
embark,乗り出す,動詞
flap,パタパタ動く,動詞
furnish,に備えつける,動詞
forge,を偽造する,動詞
thrust,を押しつける,動詞
resent,に憤慨する,動詞
allege,を主張する,動詞
ascend,上がる,動詞
commence,始まる,動詞
advent,出現,名詞
reign,治世,名詞
diplomacy,外交,名詞
embassy,大使館,名詞
exile,亡命,名詞
refuge,避難,名詞
plight,窮状,名詞
solitude,孤独,名詞
fallacy,誤った考え,名詞
latitude,緯度,名詞
eclipse,食,名詞
basin,流域,名詞
erosion,浸食,名詞
archaeology,考古学,名詞
errand,使い,名詞
rhetoric,修辞,名詞
verse,韻文,名詞
sewage,下水,名詞
complement,補完物,名詞
subsidy,補助金,名詞
mortgage,住宅ローン,名詞
attorney,弁護士,名詞
outfit,衣装一式,名詞
bulk,大半,名詞
reunion,再会,名詞
synthesis,合成,名詞
thirst,渇き,名詞
greed,強欲,名詞
bribe,賄賂,名詞
contempt,軽蔑,名詞
texture,感触,名詞
orphan,孤児,名詞
harassment,嫌がらせ,名詞
hay,干し草,名詞
doctrine,教義,名詞
holistic,全体論の,形容詞
liable,しがちな,形容詞
intelligible,理解できる,形容詞
abrupt,突然の,形容詞
reckless,無謀な,形容詞
eloquent,雄弁な,形容詞
juvenile,青少年の,形容詞
timid,臆病な,形容詞
humid,湿気のある,形容詞
contagious,感染性の,形容詞
dumb,ばかげた,形容詞
monotonous,単調な,形容詞
perpetual,永続的な,形容詞
dizzy,目まいがする,形容詞
mortal,致命的な,形容詞
zealous,熱心な,形容詞
significance,重要性,名詞
count,～を数える； 重要である,動詞
make a difference,重要である,形容詞
trifle,"ささいな事, くだらない事",名詞
eminent,著名な,形容詞
primary,"第1の, 主要な",形容詞
tiny,ちっぽけな,形容詞
unique,"(～に)特有の(to～), 独自の； 唯一の",形容詞
general,"全般的な, 一般的な",形容詞
specify,～を特定する,動詞
evident,明白な,形容詞
institute,"～(法律・制度)を制定する； 協会, 研究所",動詞
subdue,"～を征服する, 支配する, 抑える",動詞
foundation,"基盤, 基礎, 土台",名詞
base,土台、基礎,名詞
ground,"運動場, 地面, 根拠, 理由",名詞
superb,"すばらしい, 見事な",形容詞
supervise,"～を監視する, 指揮する",動詞
complicated,複雑な,形容詞
diffuse,"～をまき散らす, 分散する； 拡散する",動詞
incline,"～を傾ける, (…したい)気持ちにさせる(to do)",動詞
collect,～を集める； 徴収する,動詞
string,"ひも, 糸",名詞
free,自由な； 無料の； 暇な,形容詞
liberty,自由,名詞
get rid of,"～を取り除く, 処分する",動詞
dispose of,"～を処理する, 取り除く",動詞
do away with,"～を捨てる, 廃止する",動詞
provide,"～を(あらかじめ)供給する, 与える",動詞
purpose,目的,形容詞
intention,意図,名詞
destination,"目的地, 行き先",名詞
practical,"実用的な, 現実的な",形容詞
real,"本当の, 本物の, 現実の",名詞
cage,"檻, かご",名詞
in charge of,"～を担当して, の責任者で",動詞
responsible,(～に対して)責任のある(for～),動詞
performance,"実行, 業績, 演技, 演奏",名詞
hardship,"苦難, 苦労",名詞
cope with,"～に取り組む, 対処する",動詞
talent,才能,名詞
gift,"贈り物, (生まれつきの)才能",名詞
ability,能力,名詞
effort,努力,名詞
endeavor,"努力, 試み； 努力する, 試みる",名詞
persevere,ねばる,名詞
once in a while,たまに,名詞
now and then,時々,名詞
frequency,"頻度, 頻繁； 周波数",名詞
at the moment,今のところは,副詞
at present,今のところは,副詞
for the time being,ここしばらくは,副詞
rapid,急速な,形容詞
abruptly,"不意に, 突然",名詞
period,期間； 時代； 時限,名詞
age,"年齢, 時代",名詞
era,時代,名詞
epoch,"新時代, 時代の幕開け",名詞
former,"以前の, 前者の",名詞
posterior,(～より)後の(to～),動詞
prior,（～より）前の（to～）,動詞
simultaneous,"同時の, 同時に起こる",名詞
delay,～を遅らせる； 遅延,動詞
out of date,時代遅れの,名詞
up to date,最新の,名詞
finance,"財政, 資金, 融資",名詞
recede,後退する,動詞
currency,"通貨, 普及",名詞
well off,"裕福な, 暮らし向きがいい",形容詞
poverty,貧困,名詞
property,"財産, 所有物, 特性",名詞
save,"～を貯める, 節約する； 省く, ～を救う",動詞
extravagant,"金遣いの荒い, 過度の, 法外な",形容詞
cost,費用,名詞
area,"地域, 領域",名詞
quarter,"4ぶんの1, 地域, 界隈",名詞
local,"地域の, 地元の； 地元の人",名詞
suburb,郊外,名詞
border,"境界, 国境",名詞
intrude,"(～に)侵入する(into, on～)",動詞
immigrate,移住する,動詞
emigrate,(国外へ)移住する,動詞
pioneer,"開拓者, 先駆者； ～を開拓する",名詞
introduce,"～を紹介する, ～を(初めて)導入する",動詞
spot,"場所； ～(の位置)を突き止める, 見つける",動詞
apart,(～から)離れて(from～),動詞
aside,脇に,名詞
genre,（芸術・文学の）ジャンル、酒類,名詞
branch,"枝； 支店, 支社, 部門",名詞
glory,栄光,名詞
victory,勝利,名詞
rot,"腐る, 腐敗する",動詞
fraud,詐欺、不正行為,名詞
perish,"消滅する, 死ぬ",名詞
catastrophe,"破滅, 大惨事",名詞
wait,"(～を)待つ(for～), (～に)仕える, 給仕する(on[upon]～)",動詞
odds,"見込み, 勝算",名詞
state,"州, 国家, (一時的な)状態； ～を述べる",名詞
case,"場合, 事件, 訴訟(the), 実情, 事実, 本当, (病気の)症例",名詞
enter,～に入る,動詞
receive,～を受け取る,動詞
accept,～を受け入れる,動詞
appear,"現れる, のように見える",名詞
expect,～を予想する； 期待する,動詞
except,"～を除いて, 以外は",動詞
belong,"(～に)属する, (～の)所有である(to～)",動詞
fail,"(～に)失敗する(in～)； (～)しない, できない(to do)",動詞
marry,～と結婚する,動詞
factor,"要因, 要素",名詞
result,結果； 結果として生ずる,名詞
lead,～を(…へ)導く(to…)； (～を)引き起こす(to～),動詞
risk,"危険, リスク； ～を危険にさらす",動詞
board,"板, 委員会； ～(乗り物)に搭乗する",動詞
rise,"上がる, 増える； 上昇",名詞
raise,"～を上げる； 増やす, ～(子供・家畜)を育てる",動詞
lie,横たわる； 存在する,名詞
lay,～を横たえる； 置く,動詞
salary,給料,名詞
idle,何もしていない； 無用の； 何もしないでいる,形容詞
calm,"冷静な, 落ち着いた； ～を落ち着かせる",動詞
diverse,多様な,形容詞
literate,"読み書きができる, 教養のある",名詞
letter,"手紙, 文字",名詞
monologue,独白,名詞
